Datetime,Close,High,Low,Open,Volume
2026-06-01 09:45:00,254.0,254.0,254.0,254.0,0
2026-06-01 10:00:00,260.0,262.0,253.75,254.0,437522
2026-06-01 10:15:00,258.5,260.5,258.25,260.0,146123
2026-06-01 10:30:00,257.0,258.5,256.5,258.25,92711
2026-06-01 10:45:00,258.25,258.25,256.75,256.75,37169
2026-06-01 11:00:00,258.75,259.5,257.75,258.25,101351
2026-06-01 11:15:00,258.25,258.75,257.75,258.5,46875
2026-06-01 11:30:00,258.0,258.5,257.75,258.25,62342
2026-06-01 11:45:00,259.25,261.25,257.75,258.0,288776
2026-06-01 12:00:00,260.25,262.5,259.0,259.0,221818
2026-06-01 12:15:00,260.0,260.5,259.25,260.25,30311
2026-06-01 12:30:00,259.75,260.0,259.5,259.75,13856
2026-06-01 12:45:00,260.0,260.0,259.25,259.5,10026
2026-06-01 13:00:00,260.5,260.5,259.75,259.75,46569
2026-06-01 13:15:00,261.25,261.25,260.25,260.5,51567
2026-06-01 13:30:00,262.25,262.25,261.0,261.0,121873
2026-06-01 13:45:00,262.0,262.25,261.5,262.0,52225
2026-06-01 14:00:00,261.5,262.25,261.0,262.0,44238
2026-06-01 14:15:00,261.5,261.75,261.0,261.25,14710
2026-06-01 14:30:00,262.0,262.75,261.25,261.5,73394
2026-06-01 14:45:00,261.5,262.0,261.25,262.0,37553
2026-06-01 15:00:00,261.5,261.75,261.0,261.75,16311
2026-06-01 15:15:00,261.75,261.75,261.0,261.5,18186
2026-06-01 15:30:00,262.75,263.0,261.0,261.75,122801
2026-06-01 15:45:00,262.75,263.5,262.25,263.0,125881
2026-06-01 16:00:00,260.75,263.0,260.25,262.75,121636
2026-06-01 16:15:00,257.25,261.25,257.0,260.75,337866
2026-06-01 16:30:00,257.25,258.0,256.25,257.0,243346
2026-06-01 16:45:00,255.0,257.75,254.75,257.5,114774
2026-06-01 17:00:00,257.25,257.5,254.5,254.75,201012
2026-06-01 17:15:00,257.25,258.25,257.0,257.5,93598
2026-06-01 17:30:00,257.5,258.0,257.25,257.5,88317
2026-06-01 17:45:00,257.25,257.75,257.0,257.5,115046
2026-06-02 09:45:00,261.75,261.75,261.75,261.75,0
2026-06-02 10:00:00,266.25,267.75,261.75,261.75,505557
2026-06-02 10:15:00,264.25,267.0,264.25,266.0,162098
2026-06-02 10:30:00,264.0,265.0,264.0,264.5,115329
2026-06-02 10:45:00,267.25,268.75,263.75,264.25,409496
2026-06-02 11:00:00,267.25,268.0,267.0,267.25,110399
2026-06-02 11:15:00,265.5,267.25,265.0,267.25,90442
2026-06-02 11:30:00,266.0,266.5,265.5,265.5,33143
2026-06-02 11:45:00,265.25,266.0,265.0,266.0,29375
2026-06-02 12:00:00,264.75,265.5,264.0,265.25,64174
2026-06-02 12:15:00,264.25,267.0,263.75,264.75,261032
2026-06-02 12:30:00,264.75,264.75,263.5,264.0,45512
2026-06-02 12:45:00,264.25,264.75,264.0,264.75,22695
2026-06-02 13:00:00,265.25,265.75,264.0,264.5,55791
2026-06-02 13:15:00,264.25,265.25,263.75,265.0,33664
2026-06-02 13:30:00,264.0,264.25,263.25,264.25,31640
2026-06-02 13:45:00,264.25,264.75,263.75,264.0,37837
2026-06-02 14:00:00,265.0,265.25,264.0,264.25,50883
2026-06-02 14:15:00,263.75,265.0,263.5,265.0,39034
2026-06-02 14:30:00,264.0,264.25,263.5,263.5,32036
2026-06-02 14:45:00,263.75,264.0,263.5,264.0,20796
2026-06-02 15:00:00,265.0,265.25,263.5,263.75,89148
2026-06-02 15:15:00,266.0,266.0,264.75,265.0,88520
2026-06-02 15:30:00,264.75,266.25,264.5,266.0,199523
2026-06-02 15:45:00,265.5,265.5,264.25,264.75,52899
2026-06-02 16:00:00,264.75,265.5,264.5,265.5,65562
2026-06-02 16:15:00,265.25,265.25,264.0,264.5,49301
2026-06-02 16:30:00,265.5,266.5,265.0,265.25,102312
2026-06-02 16:45:00,265.5,266.25,265.25,265.5,45606
2026-06-02 17:00:00,265.75,266.25,265.25,265.5,43082
2026-06-02 17:15:00,265.75,266.25,265.25,265.5,71894
2026-06-02 17:30:00,266.0,266.5,265.25,265.5,85214
2026-06-02 17:45:00,266.0,267.25,265.25,266.0,255406
2026-06-03 09:45:00,263.75,263.75,263.75,263.75,0
2026-06-03 10:00:00,262.0,265.0,261.5,263.75,273484
2026-06-03 10:15:00,264.0,264.5,261.5,262.25,258123
2026-06-03 10:30:00,262.5,264.25,262.25,264.25,76938
2026-06-03 10:45:00,263.0,264.0,262.25,262.5,75629
2026-06-03 11:00:00,261.75,263.25,261.5,263.25,41249
