Datetime,Close,High,Low,Open,Volume
2026-06-01 09:45:00,5692.5,5692.5,5692.5,5692.5,0
2026-06-01 10:00:00,5877.5,5930.0,5695.0,5697.5,3201
2026-06-01 10:15:00,5835.0,5882.5,5820.0,5877.5,1370
2026-06-01 10:30:00,5815.0,5847.5,5815.0,5835.0,480
2026-06-01 10:45:00,5837.5,5840.0,5815.0,5817.5,281
2026-06-01 11:00:00,5850.0,5860.0,5830.0,5837.5,568
2026-06-01 11:15:00,5837.5,5857.5,5837.5,5845.0,447
2026-06-01 11:30:00,5850.0,5855.0,5820.0,5837.5,227
2026-06-01 11:45:00,5827.5,5857.5,5827.5,5847.5,133
2026-06-01 12:00:00,5825.0,5832.5,5790.0,5825.0,391
2026-06-01 12:15:00,5802.5,5825.0,5797.5,5825.0,225
2026-06-01 12:30:00,5812.5,5822.5,5797.5,5800.0,288
2026-06-01 12:45:00,5812.5,5820.0,5812.5,5820.0,55
2026-06-01 13:00:00,5802.5,5825.0,5800.0,5810.0,515
2026-06-01 13:15:00,5807.5,5810.0,5795.0,5805.0,207
2026-06-01 13:30:00,5797.5,5812.5,5797.5,5807.5,121
2026-06-01 13:45:00,5820.0,5827.5,5795.0,5795.0,294
2026-06-01 14:00:00,5812.5,5820.0,5802.5,5820.0,216
2026-06-01 14:15:00,5792.5,5812.5,5780.0,5812.5,327
2026-06-01 14:30:00,5770.0,5792.5,5770.0,5792.5,472
2026-06-01 14:45:00,5760.0,5770.0,5752.5,5770.0,277
2026-06-01 15:00:00,5757.5,5770.0,5757.5,5762.5,127
2026-06-01 15:15:00,5770.0,5772.5,5757.5,5757.5,92
2026-06-01 15:30:00,5780.0,5797.5,5770.0,5770.0,748
2026-06-01 15:45:00,5775.0,5780.0,5760.0,5780.0,669
2026-06-01 16:00:00,5742.5,5775.0,5740.0,5772.5,816
2026-06-01 16:15:00,5705.0,5752.5,5702.5,5742.5,559
2026-06-01 16:30:00,5697.5,5715.0,5687.5,5705.0,422
2026-06-01 16:45:00,5702.5,5715.0,5680.0,5695.0,455
2026-06-01 17:00:00,5707.5,5735.0,5700.0,5700.0,406
2026-06-01 17:15:00,5715.0,5727.5,5700.0,5710.0,303
