Date,Close,High,Low,Open,Volume
2016-08-19,3.9379360675811768,3.94131925177901,3.907488313187645,3.931170150878994,12257238
2016-08-22,3.941319227218628,3.9683837972456733,3.9142542054981013,3.9277869422051057,10290224
2016-08-23,3.948085308074951,3.9582344081726712,3.9311698401164517,3.948085308074951,11065208
2016-08-24,3.9176371097564697,3.9210202936914893,3.863507070183052,3.9210202936914893,12387207
2016-08-25,3.900721788406372,3.931169993272675,3.897338604344175,3.9108708888994954,17807286
2016-08-26,3.8736562728881836,3.907487657495995,3.843208523603903,3.900721290235751,12605544
2016-08-29,3.8533575534820557,3.8668898360657002,3.8432084544676726,3.856740737051317,4919019
2016-08-30,3.8533575534820557,3.8533575534820557,3.8533575534820557,3.8533575534820557,0
2016-08-31,3.9176371097564697,3.937935761673139,3.8499747861364226,3.856741154006462,16756390
2016-09-01,3.9074881076812744,3.927786760107224,3.897338555621569,3.9210203920674203,8627017
2016-09-02,3.9514684677124023,3.9514684677124023,3.9007216124554382,3.9007216124554382,13870052
2016-09-05,4.036046504974365,4.036046504974365,3.954852335569795,3.9683841701614453,21823375
2016-09-06,4.073260307312012,4.073260307312012,4.015747085238154,4.036045736648504,11447646
2016-09-07,3.9852991104125977,4.127389678418964,3.9751500099731607,4.127389678418964,21736806
2016-09-08,3.9650001525878906,3.9988315387328623,3.9548515046232287,3.9920651711651822,7975814
2016-09-09,3.9176371097564697,3.961617597524828,3.91087074188643,3.9480853134781984,21128989
2016-09-12,3.9176371097564697,3.9176371097564697,3.9176371097564697,3.9176371097564697,0
2016-09-13,3.9176371097564697,3.9176371097564697,3.9176371097564697,3.9176371097564697,0
2016-09-14,3.9176371097564697,3.9176371097564697,3.9176371097564697,3.9176371097564697,0
2016-09-15,3.9176371097564697,3.9176371097564697,3.9176371097564697,3.9176371097564697,0
2016-09-16,3.8229103088378906,3.914254018785605,3.812761208485238,3.9108708347702343,14833854
2016-09-19,3.877040386199951,3.877040386199951,3.836443527983928,3.836443527983928,15069866
2016-09-20,3.833059549331665,3.873656399136011,3.809377714842396,3.873656399136011,13472032
2016-09-21,3.829676628112793,3.8465916445873813,3.8059947920001513,3.8330598120850925,21888699
2016-09-22,3.8736562728881836,3.880422640148428,3.8364426080370677,3.8499744391707384,32127410
2016-09-23,3.941319227218628,3.9582346964089017,3.8804232671175543,3.8838064512943054,29257725
2016-09-26,3.816143751144409,3.8262933026860884,3.772163264517342,3.795845099754489,17255357
2016-09-27,3.826293468475342,3.8567412210327725,3.795845264224454,3.829676652469158,22131522
2016-09-28,3.8398256301879883,3.8567410979236616,3.8161437946806687,3.8330597141097846,13161358
2016-09-29,3.8905723094940186,3.9108709625560327,3.8499750033699907,3.8567413716218204,19152154
2016-09-30,3.8432092666625977,3.887189307277203,3.8432092666625977,3.883806574686461,8924965
2016-10-03,3.8533575534820557,3.8871884857878674,3.8499743699127946,3.8702730196349617,12267052
2016-10-04,3.8871891498565674,3.90072188644548,3.846591843476785,3.863507312519448,14647402
2016-10-05,4.046195030212402,4.046195030212402,3.8736562783788853,3.88042264564872,21044926
2016-10-06,4.086792945861816,4.113857970314749,4.039429717686093,4.066494742139025,14735266
2016-10-07,4.093558311462402,4.107090594524996,4.063110561648212,4.0969414951514045,7513408
2016-10-10,4.113857269287109,4.120623637170692,4.056344497357008,4.093558617329812,6060474
2016-10-11,4.113857269287109,4.120623637170692,4.063110865240591,4.093558617329812,6980358
2016-10-12,4.080026149749756,4.140922102882746,4.073260233863933,4.124006183934613,8709414
2016-10-13,3.995448589324951,4.069877281855187,3.9548517366177163,4.066494097872886,12875912
2016-10-14,4.039428234100342,4.056343698785705,3.992064571626636,4.008980036311999,9056775
2016-10-17,4.039428234100342,4.05972688206145,4.029278684273107,4.0326618675488515,6931428
2016-10-18,4.039428234100342,4.083408261604942,4.039428234100342,4.046194600651831,17719233
2016-10-19,4.130772590637207,4.130772590637207,4.052961169512547,4.059727537155886,15698998
2016-10-20,4.232265949249268,4.239032317056366,4.130772690610019,4.130772690610019,17788099
2016-10-21,4.222116470336914,4.255947858262285,4.201817818259072,4.235649206184443,11923730
2016-10-24,4.286396026611328,4.296545126719197,4.239032354925411,4.239032354925411,9154271
2016-10-25,4.255948066711426,4.296545372855497,4.23564941363939,4.283013088038631,5947389
2016-10-26,4.198435306549072,4.255948081842061,4.195052122409459,4.252564897702449,5037557
2016-10-27,4.178136348724365,4.218733200358863,4.164604064846199,4.188285900403073,5652500
2016-10-28,4.211966514587402,4.215349697862075,4.164603303822077,4.167986487096749,3856965
2016-10-31,4.266097068786621,4.289778905438817,4.2119674790769315,4.2119674790769315,11320302
2016-11-01,4.330376148223877,4.387888921153924,4.293162027604049,4.316843863914883,17208471
2016-11-02,4.286396026611328,4.374356550422168,4.279629658743783,4.323609694802479,10345454
2016-11-03,4.252565383911133,4.320227267665472,4.235649912972548,4.293162694841148,4924899
2016-11-04,4.117239952087402,4.211966832460357,4.117239952087402,4.211966832460357,8608796
2016-11-07,4.310078144073486,4.323609977305844,4.161221203115372,4.161221203115372,10126921
2016-11-08,4.411571025848389,4.414954210054822,4.269480451032585,4.299928657197,8294776
2016-11-09,4.374356746673584,4.39465539949345,4.289778951308564,4.296545319479676,8665321
2016-11-10,4.367590427398682,4.418337285863204,4.343908590228136,4.39803863281609,6727672
2016-11-11,4.398038864135742,4.411571149647739,4.3439088187007595,4.357441555906254,6928082
2016-11-14,4.303310871124268,4.43186868012806,4.303310871124268,4.404804115965884,6732460
2016-11-15,4.326992988586426,4.360823925396125,4.313460704201238,4.323609804566764,7493178
2016-11-16,4.438634872436523,4.442018056091362,4.3269925219873375,4.337141621258439,11077304
2016-11-17,4.489382266998291,4.570576877763692,4.408187656232889,4.445401777551454,11493335
2016-11-18,4.536745071411133,4.543511438243182,4.445400925951998,4.469082758170788,7801864
2016-11-21,4.563810348510742,4.5739594486513715,4.516447128365388,4.546895332174177,3539228
2016-11-22,4.513064384460449,4.59764173285712,4.502914831636752,4.5570444249493205,7086506
2016-11-23,4.516447067260742,4.543512086758666,4.475849763860579,4.536745718960824,4919117
2016-11-24,4.485998630523682,4.6348555524792685,4.485998630523682,4.509680464890868,7202993
2016-11-25,4.469083786010742,4.533362930618557,4.45216831673363,4.4859992552878545,4791458
2016-11-28,4.496148109436035,4.523213127091211,4.472466275449433,4.492764925767461,4373796
2016-11-29,4.445401668548584,4.506297625129443,4.445401668548584,4.482615788954645,4979856
2016-11-30,4.634856224060059,4.634856224060059,4.431869688205316,4.479232912109098,11254222
2016-12-01,4.5739593505859375,4.648388040693091,4.553661150739871,4.6348557568979,8761452
2016-12-02,4.611174583435059,4.614557767792883,4.492765841072219,4.57396000719249,7263991
2016-12-05,4.628089427947998,4.682219015275939,4.590875308429198,4.594258492329716,5620923
2016-12-06,4.7160491943359375,4.7228155610514975,4.638238235573859,4.638238235573859,9603342
2016-12-07,4.736348628997803,4.756647278884748,4.695750877530509,4.716049527417454,7317933
2016-12-08,4.770179748535156,4.770179748535156,4.682218778346486,4.746497914123328,6576724
2016-12-09,4.783712863922119,4.797244696528807,4.7397319236363655,4.770180127928516,3702622
2016-12-12,4.847991466522217,4.871673302394557,4.780329594536618,4.783712778474588,6126974
2016-12-13,4.820925712585449,4.878438927385974,4.804010247164922,4.871672560540411,5210352
2016-12-14,4.858139991760254,4.858139991760254,4.78371221239949,4.804010410238447,5393584
2016-12-15,4.837841510772705,4.858140161012239,4.780329195403007,4.817542860533171,5919802
2016-12-16,4.851375102996826,4.864907388317549,4.814160527901229,4.837842365982612,4673760
2016-12-19,4.783712863922119,4.881822489715,4.783712863922119,4.854757921114707,5065242
2016-12-20,4.844608783721924,4.8581410691801645,4.729583228093133,4.787096005907528,5565819
2016-12-21,4.8006272315979,4.858139996716001,4.770179483115011,4.847990897786169,3486224
2016-12-22,4.739732265472412,4.824310064758472,4.7363495329235015,4.797245042512755,3206056
2016-12-23,4.776947498321533,4.793862518476075,4.743116102931791,4.74988247234845,2104354
2016-12-26,4.770179748535156,4.793861131253562,4.770179748535156,4.776946115993799,342594
2016-12-27,4.780329704284668,4.787095620622492,4.749881499837351,4.776946520269026,2159794
2016-12-28,4.770179748535156,4.8310757005826765,4.770179748535156,4.773562932264477,2778216
2016-12-29,4.824309825897217,4.824309825897217,4.7464983989485585,4.770180235779339,3507728
2016-12-30,4.787095069885254,4.844607836454159,4.776945970699404,4.817542819136213,3039680
2017-01-02,4.763413906097412,4.797244843732611,4.763413906097412,4.7904789272216535,1662696
2017-01-03,4.658538341522217,4.793862104624549,4.658538341522217,4.7735639015140094,5910611
2017-01-04,4.702517986297607,4.736349375906565,4.668687048382124,4.6822193332096225,6742883
2017-01-05,4.804011344909668,4.807394529105527,4.702518077501319,4.712667630088895,8458695
2017-01-06,4.834458351135254,4.858140185147932,4.7803292191521285,4.783712402824427,4804660
2017-01-09,4.854757785797119,4.891971905355337,4.810776846737254,4.814160030641355,6393485
2017-01-10,4.837841510772705,4.885205178562755,4.8209260441886626,4.851374245394669,6925142
2017-01-11,4.837841510772705,4.841224694428196,4.780329195403007,4.817542860533171,7245063
2017-01-12,5.017147064208984,5.020530248156621,4.837841928531836,4.851374664322384,15607795
2017-01-13,5.115256309509277,5.135554958205162,4.9934644173339695,5.017146249428064,9777348
2017-01-16,5.145705699920654,5.166003903405129,5.05436152577291,5.115257943000421,6246681
2017-01-17,5.17615270614624,5.220133194602353,5.132172669383584,5.162620421887996,10065811
2017-01-18,5.125406265258789,5.176152669639386,5.101724429203796,5.169386301711259,6160525
2017-01-19,5.203217506408691,5.223516157784732,5.111873801063227,5.125406084749442,8319815
2017-01-20,5.199833393096924,5.233664773805279,5.138937901547269,5.203216576337095,8705011
2017-01-23,5.277646064758301,5.277646064758301,5.186302353865121,5.20998419052438,6757373
2017-01-24,5.341925144195557,5.341925144195557,5.257347802391747,5.267496451037362,9287614
2017-01-25,5.301328182220459,5.345308673818163,5.260730874852346,5.301328182220459,7618156
2017-01-26,5.345308303833008,5.345308303833008,5.277645979005026,5.304710999274911,7178430
2017-01-27,5.484015464782715,5.507696848409354,5.30471078549275,5.325009436953755,7717892
2017-01-30,5.5246124267578125,5.595657934142227,5.450184187139953,5.450184187139953,6540807
2017-01-31,5.5449113845825195,5.568593221684039,5.504314078606621,5.52799591570814,4049752
2017-02-01,5.615957260131836,5.615957260131836,5.50093170297085,5.544911744219343,5569389
2017-02-02,5.653171062469482,5.7478979599314375,5.609191023725577,5.622722856899958,9449951
2017-02-03,5.693767547607422,5.717449381480869,5.609190214764269,5.63963751255571,6497267
2017-02-06,5.717450141906738,5.744514711338794,5.6768528360651835,5.727599694213863,6523069
2017-02-07,5.727599143981934,5.758046442897919,5.6464040884054985,5.693767757901728,7668430
2017-02-08,5.829092502593994,5.83247568669374,5.700534668657964,5.730982873862202,6605158
2017-02-09,5.920436382293701,5.920436382293701,5.812176754766369,5.832475406696903,5447519
2017-02-10,5.869689464569092,5.937351787520062,5.862923096765962,5.933968603618497,6596989
2017-02-13,5.879838466644287,5.906903485712562,5.812176596513755,5.893371202025143,5681599
2017-02-14,5.717450141906738,5.954267608751319,5.7005346730883355,5.940735324035291,10941567
2017-02-15,5.771579742431641,5.788495211279256,5.720833335888796,5.724216519997013,9169209
2017-02-16,5.602425575256348,5.791879401284962,5.541529605812817,5.7884962165891745,12173371
2017-02-17,5.602425575256348,5.6396392518293625,5.507698210548489,5.595659205864772,10098830
2017-02-20,5.670085430145264,5.690384079351068,5.571975367599442,5.629488131733655,3603803
2017-02-21,5.649787425994873,5.707300648388956,5.605807390772105,5.670086077518244,5499221
2017-02-22,5.676852226257324,5.771579112480894,5.626105373559875,5.629488557298828,9511173
2017-02-23,5.683618545532227,5.741130861832971,5.656553527543565,5.707300379810628,5481070
2017-02-24,5.690384864807129,5.737748536722845,5.6667030288492715,5.6700862127994585,4428795
2017-02-27,5.693767547607422,5.7377480317019085,5.670085713733974,5.6836184483436085,3963582
2017-02-28,5.761429309844971,5.802027061247366,5.717449278238065,5.717449278238065,5928412
2017-03-01,5.852774143218994,5.873072795442909,5.768196350337104,5.778345902295789,6812911
2017-03-02,5.846007823944092,5.8933710414059295,5.761429585199166,5.8527737397566835,5133856
2017-03-03,5.984714508056641,6.038844542581437,5.781728007822174,5.8358580423469695,8250039
2017-03-06,6.055760860443115,6.0895917980077865,5.9880985336203025,5.994864450117155,4759958
2017-03-07,6.0286946296691895,6.0862078443595,6.001629614032184,6.0862078443595,6183604
2017-03-08,5.961034297943115,6.055761199443064,5.8460087424293565,6.048994830873962,5606342
2017-03-09,5.913670539855957,5.9508846630862156,5.889988701883932,5.933969193590052,2766064
2017-03-10,6.069293975830078,6.086209898621154,5.896755628602895,5.9238202016815515,5314540
2017-03-13,5.9711833000183105,6.062527467411452,5.910287338987379,6.021929708364009,3825297
2017-03-14,6.005013942718506,6.065909900745748,5.961033904998941,5.974566189551618,3777697
2017-03-15,5.961034297943115,6.005014338561791,5.961034297943115,5.98133250026343,3653062
